B	D	Depth	Discharge	H	Latitude	Longitude	Q	Rp	SedQ	SedQ_err	Slope	Type	Width	WidthControl
7.1791	0.00135	2.23	10.62	1.36832	30.1706	-83.8239	5.06356e+07	199.562	nan	nan	0.00051	2	11.7	2
19.5962	0.0001	0.6	1.4	0.828007	45.9308	-87.9717	4.46986e+09	4.02324	nan	nan	0.0012	2	14.2	2
14.1577	0.0008	1.2	25.2	0.521141	45.9097	-87.7567	4.44469e+08	91.0356	nan	nan	0.0002	2	32.6	1
10.1824	6e-05	0.266667	1.1	0.405271	42.9425	-78.1625	1.25945e+10	1.86984	nan	nan	0.003	2	6.7	3
13.4606	0.0002	0.566667	2.5	0.620134	42.4078	-78.5256	1.41101e+09	11.3795	nan	nan	0.001	2	12.3	1
8.67202	0.0001	1.6	29.7	0.650656	43.145	-77.5122	9.48248e+10	4.02324	nan	nan	0.0005	2	21.325	2
5.29813	0.0001	0.5	2.2	0.575884	43.0058	-77.0147	7.02406e+09	4.02324	nan	nan	0.004	2	4.6	3
5.4492	0.0005	0.5	1.3	0.710766	43.21	-76.9919	7.42478e+07	44.9812	nan	nan	0.007	2	3.83333	3
30.0215	0.00019	5.33	2605	0.362024	nan	nan	1.67143e+12	10.5368	nan	nan	9e-05	2	442	9
29.9169	0.00022	8.22	9055	0.339196	nan	nan	4.02714e+12	13.1284	nan	nan	7e-05	2	725	9
22.888	0.00025	3.53	1058	0.343807	nan	nan	3.41823e+11	15.9033	nan	nan	0.00036	2	235	9
12.9717	0.00026	2.01	96	0.511236	nan	nan	2.81192e+10	16.8669	nan	nan	0.00033	2	51	9
29.2922	0.00028	2.07	396	0.298694	nan	nan	9.63753e+10	18.8501	nan	nan	0.0003	2	203	9
8.98418	0.00029	3.77	148	0.806437	nan	nan	3.29938e+10	19.8689	nan	nan	0.0002	2	42	9
11.0752	0.00031	1.73	48	0.580609	nan	nan	9.05738e+09	21.9593	nan	nan	0.00051	2	33	9
20.0699	0.00031	13.92	16950	0.446998	nan	nan	3.19839e+12	21.9593	nan	nan	9e-05	2	625	9
25.3117	0.00031	11.34	16300	0.369889	nan	nan	3.07573e+12	21.9593	nan	nan	7e-05	2	776	9
6.79106	0.00042	1.17	13	0.662129	nan	nan	1.14812e+09	34.6298	nan	nan	0.003	2	12	9
11.7853	0.00021	2.5	54.7	0.796304	41.5044	-84.4297	2.73278e+10	12.2435	nan	nan	0.00012	2	37	1
7.43885	0.00015	5	210	0.929857	nan	nan	2.43308e+11	7.39117	nan	nan	5e-05	2	40	9
14.4504	0.0002	2.6	107.3	0.63251	nan	nan	6.05606e+10	11.3795	nan	nan	0.00022	2	59.4	9
12.8274	0.00026	1.1	7.93	0.758608	nan	nan	2.32277e+09	16.8669	nan	nan	0.000792	2	18.6	9
11.553	0.00032	5	608.9	0.607415	nan	nan	1.0613e+11	23.0304	nan	nan	0.00022	2	95.1	9
5.58146	0.00033	7.2	396.5	1.03841	nan	nan	6.39917e+10	24.1183	nan	nan	0.0007	2	38.7	9
51.8845	0.00035	10.6	28000	0.278469	nan	nan	3.9008e+12	26.3438	nan	nan	0.000106	2	1975	9
32.6892	0.0004	4.4	290	0.719163	nan	nan	2.89343e+10	32.186	nan	nan	0.0005	2	200	9
4.70145	0.00043	3.3	164	0.677501	nan	nan	1.36565e+10	35.8739	nan	nan	0.00124	2	22.9	9
11.8225	0.00056	2.9	141.6	0.631403	nan	nan	6.09198e+09	53.3161	nan	nan	0.000273	2	54.3	9
8.27659	0.0427	1.3	1.19	1.91451	22.1581	-159.474	1008.42	35499.2	nan	nan	0.09	3	5.62	9
11.0799	0.0967	2.4	3.29	2.35324	22.1498	-159.47	361.239	120981	nan	nan	0.04	3	11.3	9
11.2824	0.1004	1.6	2.88	1.65461	22.1523	-159.474	287.888	127990	nan	nan	0.08	3	10.91	9
13.2716	0.2286	2.41	12.6	1.38103	nan	-159.472	161.007	439735	nan	nan	0.11	3	23.16	9
12.0749	0.2286	2.13	17.59	1.06809	22.1095	-159.462	224.771	439735	nan	nan	0.02	3	24.08	9
13.041	0.2286	1.74	46.6	0.59092	nan	-159.469	595.471	439735	nan	nan	0.02	3	38.4	9
6.85448	0.2286	1.74	1.67	2.23767	22.1378	-159.47	21.3399	439735	nan	nan	0.02	3	5.33	9
7.64718	0.3048	1.4	4.5	1.21109	22.09	-159.473	28.0118	677016	nan	nan	0.08	3	8.84	9
11.4413	0.3048	2.23	20.76	1.04652	22.1114	-159.461	129.228	677016	nan	nan	0.03	3	24.38	9
11.6869	0.3048	2.16	5.07	1.78149	22.1335	-159.468	31.5599	677016	nan	nan	0.02	3	14.17	9
8.59783	0.3048	1.13	1.88	1.38595	22.1434	-159.471	11.7027	677016	nan	nan	0.02	3	7.01	9
7.31806	0.3048	0.64	8.04	0.438946	22.091	-159.474	50.0477	677016	nan	nan	0.07	3	10.67	9
9.65302	0.6096	1.58	2.97	1.61394	nan	-159.46	3.26821	1.91489e+06	nan	nan	0.05	3	9.45	9
11.3106	0.042	0.7	59.4	0.215733	nan	nan	52460.1	34629.8	nan	nan	0.02	3	36.7	9
6.55746	0.06	1.2	39.1	0.437164	nan	nan	14156.8	59129.4	nan	nan	0.0053	3	18	9
11.01	0.11	3.5	100	0.875794	nan	nan	7955.8	146780	nan	nan	0.004	3	44	9
6.13056	0.11	1.1	100	0.275249	nan	nan	7955.8	146780	nan	nan	0.004	3	24.5	9
8.00726	0.11	1.4	100	0.350318	nan	nan	7955.8	146780	nan	nan	0.003	3	32	9
1.28921	0.08	1.4	60	0.429736	nan	nan	10582.6	91035.6	nan	nan	0.107	3	4.2	9
1.39414	0.11	0.9	25	0.392103	nan	nan	1988.95	146780	nan	nan	0.139	3	3.2	9
5.04118	0.11	1.7	370	0.252059	nan	nan	29436.5	146780	nan	nan	0.034	3	34	9
2.836	0.19	2	440	0.276683	nan	nan	8927.59	333201	nan	nan	0.017	3	20.5	9
4.71836	0.24	2	390	0.290361	nan	nan	4412.68	473035	nan	nan	0.024	3	32.5	9
4.64702	0.3	2.2	360	0.329788	nan	nan	2331.66	661087	nan	nan	0.034	3	31	9
2.40528	0.1	0.9	8	0.618501	nan	nan	807.71	127226	nan	nan	0.022	3	3.5	9
0.962112	0.1	1.4	8	0.962112	nan	nan	807.71	127226	nan	nan	0.144	3	1.4	9
1.89326	0.03	2.4	56	0.757303	nan	nan	114697	20905.4	nan	nan	0.094	3	6	9
3.17379	0.03	0.9	4	0.816117	nan	nan	8192.61	20905.4	nan	nan	0.02	3	3.5	9
2.2088	0.05	2.8	56	0.88352	nan	nan	31983.7	44981.2	nan	nan	0.103	3	7	9
3.62719	0.05	0.8	4	0.725437	nan	nan	2284.55	44981.2	nan	nan	0.02	3	4	9
3.5106	0.08	1	150	0.212764	nan	nan	26456.5	91035.6	nan	nan	0.009	3	16.5	9
0.789412	0.001	0.8	1	1.26306	nan	nan	1.00964e+07	127.226	nan	nan	0.019	3	0.5	9
0.906796	0.002	0.9	4	0.816117	nan	nan	7.13922e+06	359.85	nan	nan	0.098	3	1	9
1.97596	0.04	4	680	0.464933	nan	nan	678460	32186	nan	nan	0.025	3	17	9
2.60324	0.04	1.1	13	0.622514	nan	nan	12970.6	32186	nan	nan	0.161	3	4.6	9
6.97633	0.1	10.5	1770	0.832403	nan	nan	178706	127226	nan	nan	0.001	3	88	9
2.90508	0.1	2.7	230	0.48418	nan	nan	23221.7	127226	nan	nan	0.012	3	16.2	9
2.78275	0.12	1.9	490	0.251773	nan	nan	31362.3	167243	nan	nan	0.002	3	21	9
3.67849	0.14	1	13	0.565922	nan	nan	565.964	210750	nan	nan	0.01	3	6.5	9
6.57862	0.15	0.8	25	0.348536	nan	nan	915.962	233729	nan	nan	0.014	3	15.1	9
4.81153	0.15	1	21	0.467139	nan	nan	769.408	233729	nan	nan	0.008	3	10.3	9
2.40215	0.16	1.6	108	0.388226	nan	nan	3367.36	257488	nan	nan	0.022	3	9.9	9
3.4814	0.19	4.1	290	0.670129	nan	nan	5884.09	333201	nan	nan	0.011	3	21.3	9
2.77771	0.2	1	140	0.218717	nan	nan	2498.73	359850	nan	nan	0.007	3	12.7	9
10.2468	0.24	1.1	4	0.997476	nan	nan	45.2582	473035	nan	nan	0.199	3	11.3	9
8.08255	0.25	5.5	1772	0.435824	nan	nan	18104.2	502906	nan	nan	0.002	3	102	9
2.98617	0.4	5.6	2640	0.378338	nan	nan	8329.51	1.01781e+06	nan	nan	0.007	3	44.2	9
3.3128	0.55	1.4	490	0.185517	nan	nan	697.356	1.64105e+06	nan	nan	0.009	3	25	9
2.83101	0.15	7.7	2500	0.531678	nan	nan	91596.2	233729	nan	nan	0.008	3	41	9
4.28104	0.37	5.1	2500	0.35215	nan	nan	9585.2	905480	nan	nan	0.018	3	62	9
1.07359	0.003	14	340	2.14719	nan	nan	2.20212e+08	661.087	nan	nan	0.018	3	7	9
0.582808	0.003	12.7	340	1.94781	nan	nan	2.20212e+08	661.087	nan	nan	0.026	3	3.8	9
0.251417	0.005	8	320	1.25708	nan	nan	5.7795e+07	1422.43	nan	nan	0.021	3	1.6	9
0.834328	0.16	8.5	105	2.08582	nan	nan	3273.82	257488	nan	nan	0.021	3	3.4	9
0.808077	0.16	2.2	70	0.634917	nan	nan	2182.55	257488	nan	nan	0.043	3	2.8	9
1.30118	0.18	13	100	3.25295	nan	nan	2322.65	307245	nan	nan	0.008	3	5.2	9
1.19788	0.23	1.8	16	0.937472	nan	nan	201.357	443781	nan	nan	0.026	3	2.3	9
3.44761	6.2e-05	0.1	1.7	0.127689	46.6194	-113.034	1.79323e+10	1.9641	nan	nan	0.012	4	2.7	2
3.27432	0.006	0.9	3.7	0.841968	31.1641	34.5649	423632	1869.84	14.61	nan	0.0088	4	3.5	9
2.61402	0.018	1.2	25	0.522804	31.2307	35.0148	183622	9715.95	nan	nan	0.0075	4	6	9
13.5348	0.036	1.81	129	0.40905	-42.3856	-71.4445	167494	27480.9	nan	nan	0.0008	6	59.89	9
15.5666	0.0427	0.91	100	0.227706	46.1362	12.2132	84741.4	35499.2	nan	nan	0.0034	6	62.21	2
10.0929	0.027	1.1	166	0.224741	51.9973	-115.378	442450	17849.3	nan	nan	0.0057	6	49.4	1
16.4315	0.043	2.38	510	0.310372	49.5566	-113.772	424683	35873.9	nan	nan	0.0016	6	126	1
11.5713	0.047	1.28	187	0.249349	52.0563	-114.139	124670	40994.3	nan	nan	0.0021	6	59.4	1
15.062	0.07	1.37	203	0.258259	54.3432	-114.835	49993.8	74511.5	nan	nan	0.0033	6	79.9	1
74.5904	0.046	0.5	280	0.0828783	nan	nan	196983	39692.9	nan	nan	0.0065	6	450	9
19.8796	0.0003	2.2	850	0.233878	nan	nan	1.74093e+11	20.9054	nan	nan	0.00031	6	187	9
33.5096	0.00031	7.92	9621	0.318985	nan	nan	1.81544e+12	21.9593	nan	nan	4e-05	6	832	9
21.4166	0.00033	3.76	1133	0.356311	nan	nan	1.82857e+11	24.1183	nan	nan	0.00027	6	226	9
19.7733	0.00038	2.97	850	0.315735	nan	nan	9.64107e+10	29.8024	nan	nan	0.0003	6	186	9
16.1675	0.00039	1.25	229	0.224548	nan	nan	2.43411e+10	30.9866	nan	nan	0.00127	6	90	9
9.85259	0.00044	2.53	55	0.804098	nan	nan	4.32411e+09	37.1326	nan	nan	0.00053	6	31	9
43.6219	0.00045	3	1500	0.254108	nan	nan	1.11487e+11	38.4057	nan	nan	0.00013	6	515	9
54.8424	0.0003	3	1240	0.274212	nan	nan	2.53971e+11	20.9054	nan	nan	0.0003	6	600	9
15.3211	0.06	2.26	878	0.237162	nan	nan	317894	59129.4	nan	nan	0.00649	6	146	9
13.5625	0.088	1.87	510	0.243864	nan	nan	70880.9	105027	nan	nan	0.00231	6	104	9
5.97043	0.0046	0.4	1.3	0.568613	37.3233	-84.4111	289211	1255.2	nan	nan	0.0063	7	4.2	2
10.1657	0.0062	1.2	33.4	0.465604	38.3894	-84.5433	3.52316e+06	1964.1	nan	nan	0.0016	7	26.2	3
8.89595	0.0145	0.93	17	0.472756	39.9406	-80.2892	214385	7024.71	nan	nan	0.001	7	17.5	1
8.89595	0.0032	0.9	17	0.457506	39.9764	-75.4369	9.37e+06	728.285	nan	nan	0.002	7	17.5	2
13.8023	0.0038	0.8	33.7	0.309294	40.3939	-75.5158	1.20875e+07	942.436	nan	nan	0.002	7	35.7	2
6.14998	0.0076	0.2	0.4	0.455554	39.4658	-77.6586	25362.5	2665.61	nan	nan	0.0123	7	2.7	2
4.5593	0.0141	0.5	1.1	0.759883	36.8914	-82.0389	14876.8	6736.05	nan	nan	0.0066	7	3	2
17.5434	0.011	1.00584	18.0265	0.499457	38.9972	-75.7858	453519	4641.58	nan	nan	0.0002	7	35.33	2
9.01661	0.005	0.2	0.2	0.601107	47.4131	-115.413	36121.9	1422.43	nan	nan	0.014	7	3	2
5.27606	0.0052	0.7	7.8	0.485953	46.2789	-112.919	1.27718e+06	1508.63	nan	nan	0.007	7	7.6	2
5.62541	0.0057	0.6	1.6	0.784941	46.6483	-113.958	208256	1731.37	nan	nan	0.01	7	4.3	1
5.69442	0.006	0.4	0.4	0.911108	46.0242	-114.151	45798.1	1869.84	nan	nan	0.05	7	2.5	2
9.26076	0.009	0.5	5.5	0.399171	46.7778	-112.768	228519	3435.11	nan	nan	0.004	7	11.6	1
5.17868	0.014	0.3	0.8	0.517868	48.3031	-115.595	11013.8	6664.51	nan	nan	0.049	7	3	2
3.64187	0.002	0.2	0.7	0.364187	39.4942	-79.4206	1.24936e+06	359.85	nan	nan	0.023	7	2	2
5.87778	0.00693	0.2	0.3	0.511111	nan	nan	23958.2	2321.01	nan	nan	0.01	7	2.3	9
6.63722	0.01311	1	13.2	0.562476	38.2417	-76.5036	214157	6039.22	nan	nan	0.0014	7	11.8	2
5.9915	0.01321	1	15.3	0.530221	38.5961	-77.0558	243557	6108.45	nan	nan	0.0014	7	11.3	2
5.80535	0.00283	1.8	72.5	0.512237	39.1281	-77.3356	5.43297e+07	605.698	nan	nan	0.0014	7	20.4	1
7.08758	0.0077	1	25.9	0.42955	39.3917	-76.6608	1.58942e+06	2718.4	nan	nan	0.0016	7	16.5	2
7.30757	0.01454	1.2	39.3	0.436273	39.6606	-77.2208	492206	7053.8	nan	nan	0.0025	7	20.1	2
11.1956	0.0079	0.9	6.4	0.676245	46.0586	-88.6272	368364	2824.99	nan	nan	0.0028	7	14.9	3
7.35455	0.0048	0.866667	3.4	0.838676	43.1031	-77.5333	680051	1337.95	nan	nan	0.003	7	7.6	3
9.06942	0.0109	1.1	12.3	0.63645	43.0278	-77.4781	316595	4578.43	nan	nan	0.003	7	15.675	2
6.1852	0.00554	0.8	9.4	0.515434	39.3336	-82.3322	1.31377e+06	1658.98	nan	nan	0.00137	7	9.6	2
10.0353	0.01294	0.8	5	0.663492	41.1544	-81.1475	83810.8	5922.13	nan	nan	0.00157	7	12.1	2
12.3267	0.01471	2.31953	291.664	0.378251	40.0592	-82.3397	3.54826e+06	7177.87	nan	nan	0.0003	7	75.5904	1
15.7792	0.0027	0.7	2.2	0.806237	nan	nan	1.85429e+06	564.446	nan	nan	0.0048	7	13.7	9
14.7257	0.00371	3	1003	0.298493	nan	nan	3.81972e+08	909.154	nan	nan	0.0006	7	148	9
19.157	0.013	8.5	5310	0.434225	nan	nan	8.79836e+07	5963.37	nan	nan	0.000275	7	375	9
5.82356	0.0139	0.82	14	0.450502	nan	nan	196226	6593.24	nan	nan	0.006998	7	10.6	9
6.82987	0.009	0.52	4.45	0.451849	nan	nan	184892	3435.11	1.1311	0.383465	0.0026	7	7.86	2
6.95464	0.005	1.2	20	0.571614	nan	nan	3.61219e+06	1422.43	1.2434	1.01078	0.007	7	14.6	9
